comment,comment_cleaned,n_star,BATTERY,CAMERA,DESIGN,FEATURES,GENERAL,PERFORMANCE,PRICE,SCREEN,SER&ACC,STORAGE
"Sóng sánh kém lắm,giữa đất thị trấn mà chỉ đc 2-3 vạch. Wifi vào phòng trong cách khoảng 5m mà bắt đc 3 vạch. Đã gửi đi hãng thẩm định. Pin qua đêm tắt hết ứng dụng,mạng mà sáng dậy tụt 12%.
Chơi liên quân đôi khi vẫn bị khựng lại chút.đc cái màn nét.",sóng_sánh kém lắm giữa đất thị_trấn chỉ được 2 3 vạch wifi vào phòng trong cách khoảng 5m bắt được 3 vạch đã gửi đi hãng thẩm_định pin qua đêm tắt hết ứng_dụng mạng sáng dậy tụt 12 chơi liên_quân đôi_khi vẫn khựng lại chút được màn nét,2,1,0,0,1,0,1,0,3,0,0
"Mọi thứ đều ổn, trừ đánh thức cảm ứng màn hình khi lên lúc thì không.. phải Sài nút bấm nguồn",mọi thứ đều tốt trừ đánh_thức cảm_ứng màn_hình khi lên lúc không_phải xài nút bấm nguồn,3,0,0,0,1,3,0,0,0,0,0
"Huawei P30 Lite sẽ sở hữu màn hình 6.15 inch độ phân giải Full HD+ với phần notch kiểu giọt nước, tích hợp chip Kirin 710, viên pin dung lượng 3.240 mAh (hỗ trợ sạc nhanh 18W) và được trang bị cụm 3 camera 20 + 16 + 2 MP",huawei p30 lite sẽ sở_hữu màn_hình 6 15 inch độ phân_giải full hd với phần notch kiểu giọt nước tích_hợp chip kirin 710 viên pin dùng lượng 3 240 mah hỗ_trợ sạc nhanh 18w và được trang_bị cụm 3 camera 20 16 2 mp,4,2,2,2,0,0,2,0,2,2,0
OK tất mỗi tội loa hơi nhỏ 1 tí và màn hình xem phim k mỏi mắt nhưng hình ảnh k được mượt cho lắm . Còn chíp thì antutu đc 288k điểm mạnh . Hơn hẳn 730g,tốt tất mỗi tội loa hơi nhỏ 1 tí và màn_hình xem phim không_mỏi_mắt nhưng hình_ảnh không_được nhanh cho lắm còn chíp antutu được 288 nghìn điểm mạnh hơn hẳn 730g,4,0,0,0,1,3,3,0,1,0,0
"Mình cảm thấy oppo ko mượt như quảng cáo, máy mình sử dụng bị lỗi ứng dụng sau 15 ngày và phải đổi máy khác, chụp hình mặt như bị sưng ko đẹp. ko đáng bỏ ra gần 13 triệu.",mình cảm_thấy oppo không_nhanh như quảng_cáo máy mình sử_dụng lỗi ứng_dụng sau 15 ngày và phải đổi máy khác chụp hình mặt như sưng không_đẹp không_đáng bỏ ra gần 13 triệu,5,0,0,1,0,0,1,1,0,1,0
Tôi rất thích sản phẩm này với tâm già 8990 khó có còn nào lại nó vẻ ngoài hình lẫn chức năng,tôi rất thích sản_phẩm này với tâm già 8990 khó có còn nào lại nó vẻ ngoài hình lẫn chức_năng,5,0,0,3,0,3,0,2,0,0,0
Pin tuột hơi bị nhanh đấy. Chỉ lướt fb. Bật tiết kiệm pin mà có 10p từ 90 còn 84% . Cảm biến vâng tay tạm thôi . Chụp hình đẹp. Chỉ k hài lòng về pin của con này thôi. Bù lại sạc nhanh nên cũng đỡ,pin tuột hơi nhanh đấy chỉ lướt facebook bật tiết_kiệm pin có 10p từ 90 còn 84 cảm_biến vâng tay tạm thôi chụp hình đẹp chỉ không_hài_lòng về pin của con này thôi bù lại sạc nhanh nên cũng đỡ,4,2,3,0,2,0,0,0,0,0,0
"Máy ok. Chỉ có hơi thất vọng về pin và không có tấm dán màn zin, dùng tấm dán film cảm giác k mượt. Thái độ phục vụ rất tốt. Cho 4*",máy tốt chỉ có hơi thất_vọng về pin và không_có tấm dán màn zin dùng tấm dán film cảm_giác không_nhanh thái_độ phục_vụ rất tốt cho 4,4,1,0,0,0,3,0,0,0,2,0
"Máy mới nghe gọi to rõ OK . Nhân viên TGDD rất nhiệt tình rất thích, máy tuy nghệ gọi những đây đủ chức năng. Nghe nhạc to khá hay.",máy mới nghe gọi to rõ tốt nhân_viên tgdd rất nhiệt_tình rất thích máy tuy nghệ gọi những đây đủ chức_năng nghe nhạc to khá hay,5,0,0,0,3,0,0,0,0,3,0
"Máy dùng OK pin trâu, nhân viên tư vấn nhiệt tình... chất lượng đúng với giá thành,",máy dùng tốt pin trâu nhân_viên tư_vấn nhiệt_tình chất_lượng đúng với giá_thành,4,3,0,0,0,3,0,2,0,3,0
"QUÁ NGON MỌI NGƯỜI ƠI. ỦNG HỘ BÁC VƯỢNG ĐI NÀO :v , pin trâu mượt mà, nhiều tính năng thú vị, đặc biệt là trả lời tin nhắn nhanh như trên wp 10.",quá ngon mọi người ơi ủng_hộ bác vượng đi nào : với pin trâu nhanh nhiều tính_năng thú_vị đặc_biệt trả_lời tin nhắn nhanh như trên wp 10,5,3,0,0,3,3,0,0,0,3,0
"Dùng được 3 ngày, mọi trải nghiệm tuyệt vời, pin ổn, màn hình rất tốt, không hề xấu hay rổ.
Duy nhất khoảng chụp ảnh xóa phông vật thể làm chưa tốt, chắc do thiếu camera tele",dùng được 3 ngày mọi trải nghiệm tuyệt_vời pin tốt màn_hình rất tốt không_hề xấu hay rổ duy_nhất khoảng chụp ảnh xóa_phông vật_thể làm chưa_tốt chắc do thiếu camera tele,4,3,1,0,0,3,0,0,3,0,0
"Điện thoại mọi thứ đều ổn , chỉ có cảm biến vân tay và pin hơi tệ so với giá này !",điện_thoại mọi thứ đều tốt chỉ có cảm_biến vân tay và pin hơi tệ so với giá này,4,1,0,0,1,3,0,0,0,0,0
Mới mua được hơn 1 tháng màn hình bị lỗi có 1 chấm xanh trên màn hình. Cảm ứng hơi đơ. Loa hơi rè rè. Mình sẽ đến điện máy xanh để bảo hành màn hình.quá buồn cho một cái giá cao mà đổi lại k hài lòng. Cảm thấy hối hận khi mua máy.,mới mua được hơn 1 tháng màn_hình lỗi có 1 chấm xanh trên màn_hình cảm_ứng hơi đứng máy loa hơi rè rè mình sẽ đến điện_máy xanh để bảo_hành màn_hình quá buồn cho một giá cao đổi lại không_hài_lòng cảm_thấy hối_hận khi mua máy,1,0,0,0,1,1,0,1,1,0,0
"Máy bị lỗi kết nối bluetooth đã đổi máy mới nhưng vẫn bị tình trạng kết nối chập chờn 
Chưa bao giờ sài samsung mà lại ko  hài hài lòng như bây giờ",máy lỗi kết_nối bluetooth đã đổi máy mới nhưng vẫn tình_trạng kết_nối chập_chờn chưa_bao_giờ xài samsung mà_lại không_hài hài_lòng như bây_giờ,3,0,0,0,1,0,0,0,0,1,0
Điện thoại khá tốt pin trâu khá mượt bắt wifi cực tốt chỉ là thỉnh thoảng máy bị đơ phải thoát ra vào lại và máy ko cập nhật lên miul 12,điện_thoại khá tốt pin trâu khá nhanh bắt wifi cực tốt chỉ thỉnh_thoảng máy đứng máy phải thoát ra vào lại và máy không_cập_nhật lên miul 12,4,3,0,0,3,3,2,0,0,0,0
"Lúc trước nghe bảo điện thoại chơi game nóng, nhưng mua về chiến liên quân 3 4h liên tục thì chỉ thấy ấm không nóng như lời đồn, những thứ khác thì vũng chẳng có gì để nói vì quá ngon rồi",lúc trước nghe bảo điện_thoại chơi trò_chơi nóng nhưng mua về chiến liên_quân 3 4h liên_tục chỉ thấy ấm không_nóng như lời đồn những thứ khác vũng chẳng_có gì để nói vì quá ngon rồi,5,0,0,0,0,3,2,0,0,0,0
"1. Máy nếu không chơi game, lướt web..., ít sử dụng thì giữ Pin cao nhất được khoảng 1 ngày 16 tiếng ( Tính luôn cả lúc ngủ nhé vì khi ngủ thì chẳng động gì tới ) . Không được 2 ngày như mn nói đâu 
2. Nhạc nghe cứ cà giật cà giật rất khó chịu luôn
3. Quay video bị mờ chán 
Còn lại okie 🙆",1 máy nếu không_chơi trò_chơi lướt web ít sử_dụng giữ pin cao nhất được khoảng 1 ngày 16 tiếng tính luôn lúc ngủ nhé vì khi ngủ chẳng_động gì tới không_được 2 ngày như mn nói đâu 2 nhạc nghe cứ cà_giật cà_giật rất khó_chịu luôn 3 quay video mờ_chán còn lại tốt,3,2,1,0,1,3,0,0,0,0,0
"Nói chung là khá ổn với mức giá đó, có nhược điểm là selfie 8.0 Mà như 5.0 Vậy  k lấy đc nét chuẩn như con a5s",nói_chung khá tốt với mức giá đó có nhược_điểm selfie 8 0 như 5 0 vậy không_lấy được nét chuẩn như con a5s,3,0,1,0,0,3,0,2,0,0,0
Cam ứng lúc được lúc không pin thì hơi mau hết. Nhưng được cái sac nhanh không biêt mai mốt câp nhật nó hết không nữa,camera ứng lúc được lúc không_pin hơi mau hết nhưng được sạc nhanh không_biêt mai_mốt câp nhật nó hết không_nữa,3,2,1,0,0,0,0,0,0,0,0
mọi người suy nghĩ kỹ trước khi nên mua thứ nhất là bắt sóng yếu thứ hai là camera lâu lâu bị lỗi chơi game thì bị giật lát ram đa phần là RAM ảo áo không như mọi người nói đâu trước khi mua mọi người nên test tại cửa hàng thế giới Di Động để có chất lượng như mình mong muốn rồi hãy mua,mọi người suy_nghĩ kỹ trước khi nên mua thứ nhất bắt sóng yếu thứ hai camera lâu_lâu lỗi chơi trò_chơi giật lát ram đa_phần ram ảo áo không_như mọi người nói đâu trước khi mua mọi người nên test tại cửa_hàng thế_giới di_động để có chất_lượng như mình mong_muốn rồi hãy mua,2,0,1,0,1,0,1,0,0,0,0
"pin trâu, xạc nhanh, chiến game ngon, nhưng bắt sóng quá tệ. đang xài bị rớt xuống mạng E, tắt nguồn khởi động lại vẫn vậy",pin trâu sạc nhanh chiến trò_chơi ngon nhưng bắt sóng quá tệ đang xài rớt xuống mạng e tắt nguồn khởi_động lại vẫn vậy,3,3,0,0,1,0,3,0,0,0,0
"Chơi game ở mức ổn định nếu cấu hình trung bình, lâu lâu bị lag, pin xài lâu, sạc pin nhanh. Giá 8 triệu như vậy cũng ok",chơi trò_chơi ở mức tốt định nếu cấu_hình trung_bình lâu_lâu giật pin xài lâu sạc pin nhanh giá 8 triệu như_vậy cũng tốt,4,3,0,0,0,2,2,2,0,0,0
"sản phẩm thiết kế rất đẹp, giá chính hãng, bảo hành rất tốt, pin dùng cả ngày đi làm mà ko hết, chụp ảnh đẹp tuyệt vời",sản_phẩm thiết_kế rất đẹp giá chính hãng bảo_hành rất tốt pin dùng ngày đi làm không_hết chụp ảnh đẹp tuyệt_vời,5,3,3,3,0,0,0,2,0,3,0
K bk do bản cập nhập bị lỗi hay k mà càng ngày xài thấy càng lag dt ra . Hôm nay nt messenger còn bị lag soạn tin xog mà chữ chưa dk đánh xog nữa . Bỏ sô tiền cao mua sản phẩm này thấy thất vọng quá .,không_bk do bản cập nhập lỗi hay không_mà ngày xài thấy giật điện_thoại ra hôm_nay nt messenger còn giật soạn tin xog chữ chưa_được đánh xog nữa bỏ sô tiền cao mua sản_phẩm này thấy thất_vọng quá,2,0,0,0,0,1,1,1,0,0,0
Hai buồn máy ko như ý mua 1 tuần pin ko trâu vân tay thì ko nhạy tuy khóa màn hình mà sơ hở chưa tắt khóa là bị loạn cảm ứng gọi lung tung hết tiền và phiền haizz sai làm khi mua con này. Nhân viên tgdd vui vẻ nhiệt tình chê máy ko chê thái độ phục vụ,hai buồn máy không_như_ý mua 1 tuần pin không_trâu vân tay không_nhạy tuy khóa màn_hình sơ_hở chưa_tắt khóa loạn cảm_ứng gọi lung_tung hết tiền và phiền haizz sai làm khi mua con này nhân_viên tgdd vui_vẻ nhiệt_tình không_thích máy không_không thích thái_độ phục_vụ,1,1,0,0,1,1,0,0,0,3,0
Sao em mới mua ma tụt pin nhanh vạy mà sắc pin lại nhanh pin ko trâu j het.  Xài đc 30 thì tụt 10phan trăm pin roi,sao em mới mua ma tụt pin nhanh vạy sắc pin lại nhanh pin không_trâu gì het xài được 30 tụt 10phan trăm pin roi,1,1,0,0,0,0,0,0,0,0,0
"Loa ngoài lâu lâu bị rè không biết là do phần mềm hay phần cứng vậy, tắt màn hình mở lên lại hết..",loa ngoài lâu_lâu rè không_biết do phần_mềm hay phần_cứng vậy tắt màn_hình mở lên lại hết,3,0,0,0,1,0,0,0,0,0,0
"Cảm nhận sau khi sử dụng 5 tháng...
Máy ok tốt, pin lâu cấu hình chơi game ổn, có 1 điều camera ko đc tốt.....
Xị hếttttttttttttttttttttttttttttttttttttttttttttttttttttttttttt",cảm_nhận sau khi sử_dụng 5 tháng máy tốt tốt pin lâu cấu_hình chơi trò_chơi tốt có 1 điều camera không_được tốt xị hết,5,3,1,0,0,3,3,0,0,0,0
Mới đầu sd thi ổn . Sau cảm ứng chạm . Giật lác . Treo máy thường xuyên  . Gọi zalo ma cũng bị treo máy .  Nghĩ mà chán,mới_đầu sd thi tốt sau cảm_ứng chạm giật giật đứng máy máy thường_xuyên gọi zalo ma cũng đứng máy máy nghĩ chán,1,0,0,0,1,1,1,0,0,0,0
"Máy đẹp, màn to tràn, mượt, trâu. Nv nhiệt tình, vó quà tặng galaxy, đi ăn lòi mảng họng.
Cho 4 sao vì máy mua cho phụ huynh :))",máy đẹp màn to tràn nhanh trâu nhân_viên nhiệt_tình vó quà tặng galaxy đi ăn lòi mảng họng cho 4 sao vì máy mua cho phụ_huynh :,4,3,0,3,0,0,3,0,3,3,0
"Minh dung con note +.lỗi phần chân sac pin,nó tích hợp quá nhiều ứng dụng công năng vì thế thời tiết ẩm ướt là ko sạc được pin.mới mua máy vài hôm sạc pin không vào ra hỏi TTBH ss.nó trả lời lỗi ro người dùng bị dính nước ,tư vấn mình thay cụm chân sạc nếư đồng ý phải thanh toán hơn 1tr.",minh dùng con note lỗi phần chân sạc pin nó tích_hợp quá nhiều ứng_dụng công_năng vì_thế thời_tiết ẩm_ướt không_sạc được pin mới mua máy vài hôm sạc pin không_vào ra hỏi ttbh samsung nó trả_lời lỗi ro người dùng dính nước tư_vấn mình thay cụm chân sạc nếư đồng_ý phải thanh_toán hơn 1tr,1,0,0,1,0,0,0,0,0,0,0
Note 8 pro trừ cái sài 3g chơi game lag kinh khủng.. còn lại ok hết... pin trâu..,note 8 pro trừ xài mạng chơi trò_chơi giật kinh_khủng còn lại tốt hết pin trâu,3,3,0,0,1,3,2,0,0,0,0
Camera trước sau quá kém.48 chấm mà ko bằng 16 chấm của samsung.còn mọi thứ rất tốt.tạm chấp nhận với giá tiền đấy,camera trước sau quá kém 48 chấm không_bằng 16 chấm của samsung còn mọi thứ rất tốt tạm chấp_nhận với giá tiền đấy,4,0,1,0,0,3,0,2,0,0,0
"Mình dùng được 7 tháng. Đánh giá cũng khá mượt chơi game cũng ok. Nhưng chức năng rung báo cuộc gọi bé nhiều khi đút túi quần k phát hiện ra, đôi khi lỗi cuộc gọi không nghe thấy đầu dây kia nói gì phải khởi động lại. Không tắt được chức năng báo tin nhắn trên zalo ( mình tìm khá nhiều cách mà chưa đk)",mình dùng được 7 tháng đánh_giá cũng khá nhanh chơi trò_chơi cũng tốt nhưng chức_năng rung báo cuộc gọi bé nhiều khi đút_túi quần không_phát_hiện ra đôi_khi lỗi cuộc_gọi không_nghe thấy đầu dây kia nói gì phải khởi_động lại không_tắt được chức_năng báo tin nhắn trên zalo mình tìm khá nhiều cách chưa_được,2,0,0,0,1,0,3,0,0,0,0
"Xài một tháng, mượt, sạc nhanh, pin trâu, chụp ảnh tạm ổn, chơi game các kiểu kg nóng nhé.Tóm lại vô đối trong tầm giá.",xài một tháng nhanh sạc nhanh pin trâu chụp ảnh tạm tốt chơi trò_chơi kiểu không_nóng nhé tóm lại vô đối trong tầm giá,5,3,2,0,0,3,3,2,0,0,0
"Cammera chụp nên để tỷ lệ 1.1 hoặc 3.4  thì ra bức ảnh khá ok
Cấu hình chạy ổn mượt nhưng chơi game hơi nóng máy",cammera chụp nên để tỷ_lệ 1 1 hoặc 3 4 ra bức ảnh khá tốt cấu_hình chạy tốt nhanh nhưng chơi trò_chơi hơi nóng máy,5,0,2,0,0,0,2,0,0,0,0
"Giờ mấy biết những ai đang xài những con máy vismart hay realme mà wifi yếu là do tắt dịch vụ vị trí nhé ,bật lên là max mạnh",giờ mấy biết những ai đang xài những con máy vismart hay realme wifi yếu do tắt dịch_vụ vị_trí nhé bật lên max mạnh,5,0,0,0,2,0,0,0,0,2,0
Máy dùng rất tốt ổn định... Ko lỗi chơi game rất mượt mà ổn định không nóng máy .... Nói chung ai chơi game nên mua máy này. Camera thì cũng rất ok .. Pin trâu sạc nhanh . Nhân viên bán nhiệt tình,máy dùng rất tốt tốt định không_lỗi chơi trò_chơi rất nhanh tốt định không_nóng máy nói_chung ai chơi trò_chơi nên mua máy này camera cũng rất tốt pin trâu sạc nhanh nhân_viên bán nhiệt_tình,5,3,3,0,0,3,3,0,0,3,0
Mình mua con A9 dùng được 10tháng rồi nói chung là OK chưa thấy có lỗi gì vì mình ít chơi game,mình mua con a9 dùng được 10tháng rồi nói_chung tốt chưa_thấy có lỗi gì vì mình ít chơi trò_chơi,4,0,0,0,0,3,0,0,0,0,0
